Número do processo,Turma,Seção,Data da sessão,Data da publicação,Número da decisão,Decisão,Nome do relator,CNPJ,Razao Social,Nat. Jur.,Qual. Resp.,Capital,Porte,situação cadastral,data início atividade,cnae principal,bairro,cep,uf,municipio,CNAE fiscal - descricao,Classificação,nj_2,nj_3,qr_5,qr_10,qr_12,qr_13,qr_16,qr_17,qr_28,qr_49,qr_50,qr_64,qr_65,"cn_ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL","cn_AGÊNCIAS DE VIAGENS, OPERADORES TURÍSTICOS E SERVIÇOS DE RESERVAS",cn_ALIMENTAÇÃO,cn_ALOJAMENTO,cn_ALUGUÉIS NÃO-IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCEIROS,cn_ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,"cn_ATIVIDADES ARTÍSTICAS, CRIATIVAS E DE ESPETÁCULOS","cn_ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE","cn_ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO; GRAVAÇÃO DE SOM E EDIÇÃO DE MÚSICA",cn_ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA,cn_ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS,cn_ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO,cn_ATIVIDADES DE RÁDIO E DE TELEVISÃO,cn_ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,cn_ATIVIDADES DE SERVIÇOS FINANCEIROS,"cn_ATIVIDADES DE VIGILÂNCIA, SEGURANÇA E INVESTIGAÇÃO",cn_ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO,cn_ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER,cn_ATIVIDADES IMOBILIÁRIAS,"cn_ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA",cn_ATIVIDADES LIGADAS AO PATRIMÔNIO CULTURAL E AMBIENTAL,"cn_CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO DE ÁGUA","cn_COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS; RECUPERAÇÃO DE MATERIAIS",cn_COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"cn_COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",cn_COMÉRCIO VAREJISTA,cn_CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,cn_CONSTRUÇÃO DE EDIFÍCIOS,cn_EDIÇÃO E EDIÇÃO INTEGRADA À IMPRESSÃO,cn_EDUCAÇÃO,"cn_ELETRICIDADE, GÁS E OUTRAS UTILIDADES",cn_ERRO,cn_ESGOTO E ATIVIDADES RELACIONADAS,cn_FABRICAÇÃO DE BEBIDAS,"cn_FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL","cn_FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS","cn_FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS",cn_FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,"cn_FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS",cn_FABRICAÇÃO DE MÓVEIS,"cn_FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES",cn_FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,cn_FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO,cn_FABRICAÇÃO DE PRODUTOS DE MADEIRA,"cn_FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",cn_FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS,cn_FABRICAÇÃO DE PRODUTOS DIVERSOS,cn_FABRICAÇÃO DE PRODUTOS DO FUMO,cn_FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS,cn_FABRICAÇÃO DE PRODUTOS QUÍMICOS,cn_FABRICAÇÃO DE PRODUTOS TÊXTEIS,"cn_FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS",cn_IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES,"cn_MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS",cn_METALURGIA,cn_OBRAS DE INFRA-ESTRUTURA,cn_ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,cn_OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS,"cn_OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",cn_PESQUISA E DESENVOLVIMENTO CIENTÍFICO,"cn_PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS",cn_PUBLICIDADE E PESQUISA DE MERCADO,cn_REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO E DE OBJETOS PESSOAIS E DOMÉSTICOS,"cn_SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE","cn_SELEÇÃO, AGENCIAMENTO E LOCAÇÃO DE MÃO-DE-OBRA",cn_SERVIÇOS DE ARQUITETURA E ENGENHARIA; TESTES E ANÁLISES TÉCNICAS,cn_SERVIÇOS DE ASSISTÊNCIA SOCIAL SEM ALOJAMENTO,"cn_SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS PRINCIPALMENTE ÀS EMPRESAS",cn_SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO,cn_SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS,cn_TELECOMUNICAÇÕES,cn_TRANSPORTE AQUAVIÁRIO,cn_TRANSPORTE AÉREO,cn_TRANSPORTE TERRESTRE,cl_negado,cl_parcial,cl_provido,pt_1.0,pt_3.0,pt_5.0
10880.683950/2009-06,Primeira Turma Ordinária da Quarta Câmara da Primeira Seção,Primeira Seção de Julgamento,22/11/2018,09/01/2019,1401-000.603,"Vistos, relatados e discutidos os presentes autos. Resolvem os membros do colegiado, por maioria de votos, converter o julgamento do recurso em diligência à Unidade de Origem, nos termos do voto do Relator, vencido o Conselheiro Lizandro Rodrigues de Sousa, que lhe negou provimento. O julgamento deste processo segue a sistemática dos recursos repetitivos. Portanto, aplica-se o decidido no julgamento do processo 10880.683947/2009-84, paradigma ao qual o presente processo foi vinculado. (assinado digitalmente). Luiz Augusto de Souza Gonçalves - Presidente e Relator Participaram da sessão de julgamento os Conselheiros: Abel Nunes de Oliveira Neto, Livia de Carli Germano, Claudio de Andrade Camerano, Luciana Yoshihara Arcangelo Zanin, Daniel Ribeiro Silva, Leticia Domingues Costa Braga, Luiz Augusto de Souza Gonçalves (Presidente) e Lizandro Rodrigues de Sousa (suplente convocado).",LUIZ AUGUSTO DE SOUZA GONCALVES,31.241.359/0001-84,AVAYA BRASIL LTDA,2062.0,5.0,"26650011,00",5.0,2.0,19870106.0,6209100.0,VILA GERTRUDES,4794000.0,SP,7107.0,ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO,provido,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10880.910064/2009-52,Segunda Turma Ordinária da Terceira Câmara da Primeira Seção,Primeira Seção de Julgamento,21/02/2019,18/03/2019,1302-003.416,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em dar provimento parcial ao recurso voluntário para declarar a nulidade do acórdão de primeiro grau, determinando o seu retorno à DRJ para que profira novo julgamento, nos termos do relatório e voto do relator. (assinado digitalmente) Luiz Tadeu Matosinho Machado- Presidente. (assinado digitalmente) Flávio Machado Vilhena Dias - Relator. Participaram da sessão de julgamento os conselheiros: Paulo Henrique Silva Figueiredo, Marcos Antonio Nepomuceno Feitosa, Ailton Neves da Silva (Suplente Convocado), Rogério Aparecido Gil, Maria Lúcia Miceli, Gustavo Guimarães da Fonseca, Flávio Machado Vilhena Dias e Luiz Tadeu Matosinho Machado.",FLAVIO MACHADO VILHENA DIAS,56.088.396/0001-25,DESIM - DESENVOLVIMENTO IMOBILIARIO LTDA,2062.0,49.0,"445311,00",5.0,2.0,19860716.0,4110700.0,ITAIM BIBI,4531003.0,SP,7107.0,CONSTRUÇÃO DE EDIFÍCIOS,parcial,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
10980.913746/2009-99,Segunda Turma Ordinária da Terceira Câmara da Primeira Seção,Primeira Seção de Julgamento,14/08/2019,30/09/2019,1302-003.828,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em dar provimento parcial ao recurso voluntário, nos termos do relatório e voto do relator. Ausente momentaneamente o conselheiro Rogério Aparecido Gil. (documento assinado digitalmente) Luiz Tadeu Matosinho Machado - Presidente (documento assinado digitalmente) Breno do Carmo Moreira Vieira - Relator Participaram do presente julgamento os Conselheiros: Paulo Henrique Silva Figueiredo, Gustavo Guimarães da Fonseca, Ricardo Marozzi Gregório, Maria Lúcia Miceli, Flávio Machado Vilhena Dias, Breno do Carmo Moreira Vieira e Luiz Tadeu Matosinho Machado.",BRENO DO CARMO MOREIRA VIEIRA,07.212.271/0001-50,BIESSSE DO BRASIL LIMITADA - INDUSTRIA E COMERCIO DE COMPONENTES ADESIVOS E AUTOADESIVOS,2062.0,49.0,"490000,00",5.0,2.0,20050201.0,2091600.0,ESTANCIA PINHAIS,83323170.0,PR,5453.0,FABRICAÇÃO DE PRODUTOS QUÍMICOS,parcial,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
11080.926211/2009-94,Primeira Turma Extraordinária da Primeira Seção,Primeira Seção de Julgamento,03/12/2019,19/12/2019,1001-001.526,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em negar provimento ao Recurso Voluntário. (documento assinado digitalmente) Sérgio Abelson - Presidente (documento assinado digitalmente) Andréa Machado Millan - Relator Participaram do presente julgamento os Conselheiros: Sérgio Abelson, Andréa Machado Millan, José Roberto Adelino da Silva e André Severo Chaves.",ANDREA MACHADO MILLAN,88.973.722/0001-73,GALVA INDUSTRIA E COMERCIO LTDA,2062.0,49.0,"0,00",5.0,2.0,19830613.0,4612500.0,ANCHIETA,90200290.0,RS,8801.0,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",negado,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
13502.000172/2004-14,1ª TURMA/CÂMARA SUPERIOR REC. FISCAIS,Câmara Superior de Recursos Fiscais,07/05/2019,29/05/2019,9101-004.162,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em conhecer do Recurso Especial e, no mérito, por voto de qualidade, em dar-lhe provimento parcial, com retorno dos autos ao colegiado de origem, vencidos os conselheiros Cristiane Silva Costa, Demetrius Nichele Macei, Luis Fabiano Alves Penteado e Lívia De Carli Germano, que lhe negaram provimento. (assinado digitalmente) Adriana Gomes Rêgo - Presidente. (assinado digitalmente) Rafael Vidal de Araujo - Relator. Participaram do presente julgamento os conselheiros: André Mendes de Moura, Cristiane Silva Costa, Rafael Vidal de Araújo, Demetrius Nichele Macei, Viviane Vidal Wagner, Luis Fabiano Alves Penteado, Lívia De Carli Germano, Adriana Gomes Rêgo (Presidente).",RAFAEL VIDAL DE ARAUJO,15.141.799/0001-03,CIA DE FERRO LIGAS DA BAHIA FERBASA,2046.0,16.0,"1225443617,65",5.0,2.0,19660923.0,2412100.0,SANTIAGO,48120000.0,BA,3805.0,METALURGIA,parcial,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
10880.963688/2009-72,Segunda Turma Ordinária da Terceira Câmara da Primeira Seção,Primeira Seção de Julgamento,19/09/2019,14/10/2019,1302-003.979,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em dar provimento ao recurso voluntário, nos termos do relatório e voto do relator. O julgamento deste processo segue a sistemática dos recursos repetitivos. Portanto, aplica-se o decidido no julgamento do processo 10880.910001/2008-15, paradigma ao qual o presente processo foi vinculado. (documento assinado digitalmente) Luiz Tadeu Matosinho Machado  Presidente e Relator Participaram do presente julgamento os Conselheiros: Paulo Henrique Silva Figueiredo, Gustavo Guimaraes da Fonseca, Wilson Kazumi Nakayama (suplente convocado), Rogério Aparecido Gil, Maria Lucia Miceli, Flavio Machado Vilhena Dias, Breno do Carmo Moreira Vieira e Luiz Tadeu Matosinho Machado (Presidente). Ausente o conselheiro Ricardo Marozzi Gregório.",LUIZ TADEU MATOSINHO MACHADO,04.260.939/0001-46,NEOCODE - PATOLOGIA CIRURGICA E BIOLOGIA MOLECULAR LTDA.,2062.0,5.0,"40000,00",5.0,8.0,20010124.0,8640201.0,ITAIM BIBI,4534010.0,SP,7107.0,ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA,provido,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10283.901902/2008-55,Segunda Turma Extraordinária da Primeira Seção,Primeira Seção de Julgamento,13/02/2019,13/03/2019,1002-000.619,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade, em NEGAR PROVIMENTO ao recurso voluntário. (assinado digitalmente) Aílton Neves da Silva - Presidente. (assinado digitalmente) Angelo Abrantes Nunes - Relator. Participaram da sessão de julgamento os conselheiros: Aílton Neves da Silva, Breno do Carmo Moreira Vieira e Angelo Abrantes Nunes.",ANGELO ABRANTES NUNES,04.337.168/0001-48,MOTO HONDA DA AMAZONIA LTDA,2062.0,5.0,"1466281857,00",5.0,2.0,19750705.0,3091101.0,DISTRIT INDUSTRIAL I,69075120.0,AM,255.0,"FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES",negado,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10380.905545/2008-04,Primeira Turma Ordinária da Quarta Câmara da Primeira Seção,Primeira Seção de Julgamento,21/02/2019,25/03/2019,1401-003.168,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, dar provimento parcial ao recurso voluntário para reconhecer o direito ao crédito de R$ 184.683,72, em valores originais, homologando as compensações efetuadas até o limite deste valor. (assinado digitalmente) Luiz Augusto de Souza Gonçalves - Presidente. (assinado digitalmente) Carlos André Soares Nogueira - Relator. Participaram da sessão de julgamento os conselheiros: Abel Nunes de Oliveira Neto, Daniel Ribeiro Silva, Cláudio de Andrade Camerano, Luciana Yoshihara Arcangelo Zanin, Carlos André Soares Nogueira (relator), Letícia Domingues Costa Braga, Bárbara Santos Guedes (Conselheira Suplente Convocada), Luiz Augusto de Souza Gonçalves (presidente).",CARLOS ANDRE SOARES NOGUEIRA,07.281.413/0001-30,FAE SISTEMAS DE MEDICAO S/A,2054.0,16.0,"24919189,22",5.0,2.0,19680315.0,2813500.0,MESSEJANA,60842395.0,CE,1389.0,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,parcial,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
11020.900040/2006-35,Segunda Turma Extraordinária da Primeira Seção,Primeira Seção de Julgamento,04/06/2019,27/06/2019,1002-000.719,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em negar provimento ao recurso. (documento assinado digitalmente) Aílton Neves da Silva - Presidente (documento assinado digitalmente) Aílton Neves da Silva - Relator Participaram do presente julgamento os Conselheiros: Aílton Neves da Silva, Breno do Carmo Vieira, Marcelo José Luz de Macedo, Rafael Zedral.",AILTON NEVES DA SILVA,00.236.001/0001-30,DAF INDUSTRIA METALURGICA LTDA,2062.0,49.0,"47000,00",5.0,2.0,19941006.0,3102100.0,GARIBALDINA,95720000.0,RS,8669.0,FABRICAÇÃO DE MÓVEIS,negado,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
13971.902576/2017-24,Segunda Turma Ordinária da Terceira Câmara da Primeira Seção,Primeira Seção de Julgamento,22/11/2018,28/01/2019,1302-003.241,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em dar provimento parcial ao recurso, determinando o retorno dos autos à DRJ para que se profira decisão complementar, nos termos do relatório e voto do relator (assinado digitalmente) Luiz Tadeu Matosinho Machado - Presidente. (assinado digitalmente) Rogério Aparecido Gil - Relator. Participaram da sessão de julgamento os conselheiros: Carlos Cesar Candal Moreira Filho, Marcos Antonio Nepomuceno Feitosa, Paulo Henrique Silva Figueiredo, Rogério Aparecido Gil, Maria Lucia Miceli, Gustavo Guimarães da Fonseca, Flávio Machado Vilhena Dias, Luiz Tadeu Matosinho Machado (Presidente).",ROGERIO APARECIDO GIL,82.636.986/0001-55,TEKA TECELAGEM KUEHNRICH SA - EM RECUPERACAO JUDICIAL,2046.0,5.0,"0,00",5.0,2.0,19660121.0,1351100.0,ITOUPAVA NORTE,89052900.0,SC,8047.0,FABRICAÇÃO DE PRODUTOS TÊXTEIS,parcial,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
10840.908875/2009-60,Primeira Turma Ordinária da Quarta Câmara da Primeira Seção,Primeira Seção de Julgamento,16/05/2019,13/06/2019,1401-003.475,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, negar provimento ao recurso voluntário. O julgamento deste processo segue a sistemática dos recursos repetitivos. Portanto, aplica-se o decidido no julgamento do processo 10840.908872/2009-26, paradigma ao qual o presente processo foi vinculado. (assinado digitalmente) Luiz Augusto de Souza Gonçalves - Presidente e Relator. Participaram da sessão de julgamento os conselheirosAbel Nunes de Oliveira Neto, Daniel Ribeiro Silva, Cláudio de Andrade Camerano, Luciana Yoshihara Arcangelo Zanin, Carlos André Soares Nogueira (relator), Letícia Domingues Costa Braga, Eduardo Morgado Rodrigues, Luiz Augusto de Souza Gonçalves (presidente).",LUIZ AUGUSTO DE SOUZA GONCALVES,51.799.716/0001-31,DOCUMENTA CLINICA RADIOLOGICA LTDA,2062.0,5.0,"11000000,00",5.0,2.0,19800926.0,8640205.0,CENTRO,14015130.0,SP,6969.0,ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA,negado,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10880.683953/2009-31,Primeira Turma Ordinária da Quarta Câmara da Primeira Seção,Primeira Seção de Julgamento,22/11/2018,09/01/2019,1401-000.606,"Vistos, relatados e discutidos os presentes autos. Resolvem os membros do colegiado, por maioria de votos, converter o julgamento do recurso em diligência à Unidade de Origem, nos termos do voto do Relator, vencido o Conselheiro Lizandro Rodrigues de Sousa, que lhe negou provimento. O julgamento deste processo segue a sistemática dos recursos repetitivos. Portanto, aplica-se o decidido no julgamento do processo 10880.683947/2009-84, paradigma ao qual o presente processo foi vinculado. (assinado digitalmente). Luiz Augusto de Souza Gonçalves - Presidente e Relator Participaram da sessão de julgamento os Conselheiros: Abel Nunes de Oliveira Neto, Livia de Carli Germano, Claudio de Andrade Camerano, Luciana Yoshihara Arcangelo Zanin, Daniel Ribeiro Silva, Leticia Domingues Costa Braga, Luiz Augusto de Souza Gonçalves (Presidente) e Lizandro Rodrigues de Sousa (suplente convocado).",LUIZ AUGUSTO DE SOUZA GONCALVES,31.241.359/0001-84,AVAYA BRASIL LTDA,2062.0,5.0,"26650011,00",5.0,2.0,19870106.0,6209100.0,VILA GERTRUDES,4794000.0,SP,7107.0,ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO,provido,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
11012.000089/2002-61,Primeira Turma Ordinária da Quarta Câmara da Primeira Seção,Primeira Seção de Julgamento,15/04/2019,07/05/2019,1401-003.313,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, dar provimento ao recurso voluntário. (assinado digitalmente) Luiz Augusto de Souza Gonçalves - Presidente. (assinado digitalmente) Carlos André Soares Nogueira - Relator. Participaram da sessão de julgamento os conselheiros: Abel Nunes de Oliveira Neto, Daniel Ribeiro Silva, Cláudio de Andrade Camerano, Luciana Yoshihara Arcangelo Zanin, Carlos André Soares Nogueira (relator), Letícia Domingues Costa Braga, Eduardo Morgado Rodrigues, Luiz Augusto de Souza Gonçalves (presidente).",CARLOS ANDRE SOARES NOGUEIRA,89.438.824/0001-51,HOFFMANN AGROCOMERCIAL LTDA.,2062.0,49.0,"2000000,00",5.0,2.0,19831017.0,4679699.0,PITANGUEIRAS,95500000.0,RS,8855.0,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",provido,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
13003.000114/2003-22,Primeira Turma Ordinária da Terceira Câmara da Primeira Seção,Primeira Seção de Julgamento,13/08/2019,29/08/2019,1301-004.036,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em negar provimento ao recurso voluntário, nos termos do voto do relator. Os Conselheiros José Eduardo Dornelas Souza e Bianca Felícia Rothschild acompanharam o voto do relator por suas conclusões. (documento assinado digitalmente) Fernando Brasil de Oliveira Pinto  Presidente (documento assinado digitalmente) Roberto Silva Junior - Relator Participaram do presente julgamento os Conselheiros: Roberto Silva Junior, José Eduardo Dornelas Souza, Nelso Kichel, Marcelo José Luz Macedo (suplente convocado), Giovana Pereira de Paiva Leite, Mauritânia Elvira de Sousa Mendonça (suplente convocado), Bianca Felícia Rothschild e Fernando Brasil de Oliveira Pinto (Presidente).",ROBERTO SILVA JUNIOR,92.758.085/0001-90,DANA-ALBARUS INDUSTRIA E COMERCIO DE AUTOPECAS LTDA.,2062.0,5.0,"180535846,00",5.0,8.0,19680723.0,2942500.0,DISTRITO INDUSTRIAL,94045400.0,RS,8683.0,"FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS",negado,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
